id,piso,x_cm,y_cm,z_cm,ux_mm,uy_mm,uz_mm,u_planta_mm,rx_rad,ry_rad,rz_rad
340,Subterraneo,70.0,1000,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,Subterraneo,45.0,1000,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,Subterraneo,65.0,1307.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,Subterraneo,65.0,1277.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,Subterraneo,334.5,1307.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,Subterraneo,334.5,1277.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,Subterraneo,334.5,995.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,Subterraneo,309.5,995.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,Piso 1,3205.0,-109.0,356.0,-0.036374,-0.021132,0.0,0.042067,0.0,0.0,-2.024e-07
399,Piso 1,3205.0,1724.5,356.0,-0.032663,-0.021132,0.0,0.038902,0.0,0.0,-2.024e-07
400,Piso 2,3205.0,-109.0,712.0,-0.161273,-0.110414,0.0,0.195449,0.0,0.0,-6.039e-07
401,Piso 2,3205.0,1724.5,712.0,-0.150201,-0.110414,0.0,0.186418,0.0,0.0,-6.039e-07
402,Piso 3,3205.0,-109.0,1068.0,-0.330296,-0.29983,0.0,0.446087,0.0,0.0,1.8775e-06
403,Piso 3,3205.0,1724.5,1068.0,-0.364721,-0.29983,0.0,0.472143,0.0,0.0,1.8775e-06
404,Piso 4,3205.0,-109.0,1424.0,-0.593412,-0.417863,0.0,0.725773,0.0,0.0,4.5489e-06
405,Piso 4,3205.0,1724.5,1424.0,-0.676816,-0.417863,0.0,0.795418,0.0,0.0,4.5489e-06
406,Piso 4,3205.0,-109.0,1780.0,-0.967275,-0.598938,0.0,1.137694,0.0,0.0,9.1279e-06
407,Piso 4,3205.0,1724.5,1780.0,-1.134635,-0.598938,0.0,1.283014,0.0,0.0,9.1279e-06
408,Piso 1,580.0,0,356.0,-0.036153,-0.015818,-4.519577,0.039462,-0.0007155849,-0.0002869082,-2.024e-07
409,Piso 1,1580.0,0,356.0,-0.036153,-0.017842,-2.180586,0.040316,-0.0003480331,2.45562e-05,-2.024e-07
410,Piso 1,2455.0,0,356.0,-0.036153,-0.019614,-1.496658,0.041131,-0.0002525016,0.0001140367,-2.024e-07
411,Piso 1,2830.0,0,356.0,-0.036153,-0.020373,-0.775038,0.041498,-0.0002598979,-0.0003813607,-2.024e-07
412,Piso 1,580.0,725.0,356.0,-0.034686,-0.015818,-7.364529,0.038122,2.23035e-05,-0.000406386,-2.024e-07
413,Piso 1,1580.0,725.0,356.0,-0.034686,-0.017842,-4.038161,0.039006,-0.0001475667,3.09756e-05,-2.024e-07
414,Piso 1,2455.0,725.0,356.0,-0.034686,-0.019614,-2.137889,0.039847,-0.0001251715,7.5909e-06,-2.024e-07
415,Piso 1,580.0,1615.0,356.0,-0.032884,-0.015818,-3.008151,0.036491,0.0006714918,-7.1843e-06,-2.024e-07
416,Piso 1,1580.0,1615.0,356.0,-0.032884,-0.017842,-2.580514,0.037413,0.0004813442,1.39869e-05,-2.024e-07
417,Piso 1,2455.0,1615.0,356.0,-0.032884,-0.019614,-1.828275,0.038289,0.0004858209,0.000148388,-2.024e-07
418,Piso 1,2830.0,1615.0,356.0,-0.032884,-0.020373,-0.936809,0.038683,0.0004674545,-0.0004782145,-2.024e-07
419,Piso 2,580.0,0,712.0,-0.160615,-0.094563,-4.98776,0.186385,-0.0007363969,-0.0002346215,-6.039e-07
420,Piso 2,580.0,725.0,712.0,-0.156237,-0.094563,-8.018124,0.182625,2.50451e-05,-0.0003144407,-6.039e-07
421,Piso 2,580.0,1615.0,712.0,-0.150862,-0.094563,-3.370604,0.178049,0.0007065941,6.17457e-05,-6.039e-07
422,Piso 2,1580.0,0,712.0,-0.160615,-0.100601,-2.816849,0.18952,-0.0003701949,1.06334e-05,-6.039e-07
423,Piso 2,1580.0,725.0,712.0,-0.156237,-0.100601,-4.956716,0.185824,-0.000149819,6.2299e-06,-6.039e-07
424,Piso 2,1580.0,1615.0,712.0,-0.150862,-0.100601,-3.222981,0.181329,0.0005116561,1.33167e-05,-6.039e-07
425,Piso 2,2455.0,0,712.0,-0.160615,-0.105885,-1.859192,0.192377,-0.0002995488,6.15121e-05,-6.039e-07
426,Piso 2,2455.0,725.0,712.0,-0.156237,-0.105885,-2.843936,0.188737,-0.0001241274,-2.75938e-05,-6.039e-07
427,Piso 2,2455.0,1615.0,712.0,-0.150862,-0.105885,-2.226459,0.184313,0.000525659,8.98031e-05,-6.039e-07
428,Piso 2,2830.0,0,712.0,-0.160615,-0.10815,-0.908846,0.193632,-0.0003202163,-0.0004368465,-6.039e-07
429,Piso 2,2830.0,1615.0,712.0,-0.150862,-0.10815,-1.107585,0.185623,0.0005193279,-0.0005308968,-6.039e-07
430,Piso 3,580.0,0,1068.0,-0.332343,-0.349115,-5.38784,0.48201,-0.0007648679,-0.0001911446,1.8775e-06
431,Piso 3,580.0,725.0,1068.0,-0.345955,-0.349115,-8.594701,0.491494,2.13349e-05,-0.0002431721,1.8775e-06
432,Piso 3,580.0,1615.0,1068.0,-0.362665,-0.349115,-3.750814,0.503396,0.0007388585,0.0001045095,1.8775e-06
433,Piso 3,1580.0,0,1068.0,-0.332343,-0.33034,-3.242651,0.46859,-0.000400027,7.2042e-06,1.8775e-06
434,Piso 3,1580.0,725.0,1068.0,-0.345955,-0.33034,-5.608131,0.47834,-0.0001564418,-2.3608e-06,1.8775e-06
435,Piso 3,1580.0,1615.0,1068.0,-0.362665,-0.33034,-3.668006,0.490561,0.0005440725,1.86838e-05,1.8775e-06
436,Piso 3,2455.0,0,1068.0,-0.332343,-0.313912,-2.155895,0.457157,-0.0003397935,2.89029e-05,1.8775e-06
437,Piso 3,2455.0,725.0,1068.0,-0.345955,-0.313912,-3.40144,0.467146,-0.0001294777,-4.6076e-05,1.8775e-06
438,Piso 3,2455.0,1615.0,1068.0,-0.362665,-0.313912,-2.544313,0.479652,0.0005610624,4.99957e-05,1.8775e-06
439,Piso 3,2830.0,0,1068.0,-0.332343,-0.306871,-1.050317,0.452351,-0.0003647819,-0.0004805733,1.8775e-06
440,Piso 3,2830.0,1615.0,1068.0,-0.362665,-0.306871,-1.257216,0.475074,0.0005556964,-0.0005746985,1.8775e-06
441,Piso 4,580.0,0,1424.0,-0.59837,-0.537272,-5.639182,0.804182,-0.0007715737,-0.0001637097,4.5489e-06
442,Piso 4,580.0,725.0,1424.0,-0.63135,-0.537272,-8.896359,0.829014,3.38756e-05,-0.0001938464,4.5489e-06
443,Piso 4,580.0,1615.0,1424.0,-0.671835,-0.537272,-3.839235,0.860246,0.000737403,0.000156534,4.5489e-06
444,Piso 4,1580.0,0,1424.0,-0.59837,-0.491783,-3.595679,0.77453,-0.0004101903,1.18957e-05,4.5489e-06
445,Piso 4,1580.0,725.0,1424.0,-0.63135,-0.491783,-6.098036,0.800283,-0.0001563046,-7.018e-06,4.5489e-06
446,Piso 4,1580.0,1615.0,1424.0,-0.671835,-0.491783,-4.05159,0.832594,0.0005400051,2.87191e-05,4.5489e-06
447,Piso 4,2455.0,0,1424.0,-0.59837,-0.45198,-2.319194,0.749888,-0.0003602696,1.77868e-05,4.5489e-06
448,Piso 4,2455.0,725.0,1424.0,-0.63135,-0.45198,-3.722566,0.776459,-0.000130593,-5.55662e-05,4.5489e-06
449,Piso 4,2455.0,1615.0,1424.0,-0.671835,-0.45198,-2.725432,0.809721,0.0005724022,3.85657e-05,4.5489e-06
450,Piso 4,2830.0,0,1424.0,-0.59837,-0.434921,-1.161005,0.739732,-0.0003868946,-0.0005011505,4.5489e-06
451,Piso 4,2830.0,1615.0,1424.0,-0.671835,-0.434921,-1.390607,0.800324,0.000573829,-0.000594624,4.5489e-06
452,Piso 4,580.0,0,1780.0,-0.977225,-0.838545,-5.906258,1.287683,-0.0008704505,-0.0001403577,9.1279e-06
453,Piso 4,580.0,725.0,1780.0,-1.043402,-0.838545,-10.033014,1.338598,-0.0001647882,-0.0002028352,9.1279e-06
454,Piso 4,580.0,1615.0,1780.0,-1.12464,-0.838545,-4.755353,1.402845,0.0010285494,0.0001088159,9.1279e-06
455,Piso 4,1580.0,0,1780.0,-0.977225,-0.747266,-3.43616,1.230193,-0.0004738484,1.14602e-05,9.1279e-06
456,Piso 4,1580.0,725.0,1780.0,-1.043402,-0.747266,-6.108333,1.283392,-0.0001828296,2.17725e-05,9.1279e-06
457,Piso 4,1580.0,1615.0,1780.0,-1.12464,-0.747266,-3.87409,1.350267,0.0006531259,2.19878e-05,9.1279e-06
458,Piso 4,2455.0,0,1780.0,-0.977225,-0.667397,-3.30109,1.18338,-0.0002920083,0.0002647237,9.1279e-06
459,Piso 4,2455.0,725.0,1780.0,-1.043402,-0.667397,-4.151065,1.238591,-0.0001495608,-7.5118e-06,9.1279e-06
460,Piso 4,2455.0,1615.0,1780.0,-1.12464,-0.667397,-3.935028,1.307759,0.0005352614,0.0003386321,9.1279e-06
461,Piso 4,2830.0,0,1780.0,-0.977225,-0.633168,-2.58597,1.164418,-0.0002566839,-0.000633987,9.1279e-06
462,Piso 4,2830.0,1615.0,1780.0,-1.12464,-0.633168,-3.10213,1.290626,0.0004649503,-0.0007658803,9.1279e-06
463,Subterraneo,-330.0,388.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,Subterraneo,-330.0,230.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,Subterraneo,-670.0,388.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,Subterraneo,-670.0,230.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,Subterraneo,-360.0,1225.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,Subterraneo,-360.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,Subterraneo,-640.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,Subterraneo,-640.0,1225.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,Piso 1,2830.0,1188.5,356.0,-0.033747,-0.020373,-2.492122,0.03942,-4.78967e-05,-0.0003072289,-2.024e-07
512,Piso 1,2830.0,426.5,356.0,-0.03529,-0.020373,-1.473307,0.040748,0.0001222633,-0.0001780557,-2.024e-07
513,Piso 1,2455.0,1188.5,356.0,-0.033747,-0.019614,-3.393813,0.039033,-4.506e-06,-5.34716e-05,-2.024e-07
514,Piso 1,2455.0,426.5,356.0,-0.03529,-0.019614,-2.228191,0.040374,2.24357e-05,-5.73144e-05,-2.024e-07
515,Piso 1,3205.0,1188.5,356.0,-0.033747,-0.021132,-1.828416,0.039818,0.0004435301,-6.58347e-05,-2.024e-07
516,Piso 1,3205.0,426.5,356.0,-0.03529,-0.021132,-1.628517,0.041133,-0.000433669,4.53591e-05,-2.024e-07
517,Piso 2,2830.0,1188.5,712.0,-0.153438,-0.10815,-2.907565,0.187722,1.07717e-05,-0.0003536694,-6.039e-07
518,Piso 2,2830.0,426.5,712.0,-0.158039,-0.10815,-1.960287,0.191501,3.81103e-05,-0.0002296879,-6.039e-07
519,Piso 2,2455.0,1188.5,712.0,-0.153438,-0.105885,-3.982169,0.186427,3.91132e-05,-0.0001000833,-6.039e-07
520,Piso 2,2455.0,426.5,712.0,-0.158039,-0.105885,-2.847697,0.190232,-3.27434e-05,-9.24694e-05,-6.039e-07
521,Piso 2,3205.0,1188.5,712.0,-0.153438,-0.110414,-2.012876,0.189036,0.000470723,-0.0001210322,-6.039e-07
522,Piso 2,3205.0,426.5,712.0,-0.158039,-0.110414,-1.772984,0.192789,-0.0004723259,-2.56713e-05,-6.039e-07
523,Piso 3,2830.0,1188.5,1068.0,-0.354657,-0.306871,-3.244255,0.46899,5.54735e-05,-0.0003978321,1.8775e-06
524,Piso 3,2830.0,426.5,1068.0,-0.340351,-0.306871,-2.330543,0.458266,-1.42699e-05,-0.0002758468,1.8775e-06
525,Piso 3,2455.0,1188.5,1068.0,-0.354657,-0.313912,-4.459977,0.473627,7.36184e-05,-0.0001322155,1.8775e-06
526,Piso 3,2455.0,426.5,1068.0,-0.340351,-0.313912,-3.335036,0.463011,-7.20284e-05,-0.00011651,1.8775e-06
527,Piso 3,3205.0,1188.5,1068.0,-0.354657,-0.29983,-2.166806,0.464413,0.0004951777,-0.0001620529,1.8775e-06
528,Piso 3,3205.0,426.5,1068.0,-0.340351,-0.29983,-1.919024,0.453582,-0.0005008629,-7.12768e-05,1.8775e-06
529,Piso 4,2830.0,1188.5,1424.0,-0.652434,-0.434921,-3.465167,0.784109,8.03452e-05,-0.0004204979,4.5489e-06
530,Piso 4,2830.0,426.5,1424.0,-0.617771,-0.434921,-2.573964,0.755512,-4.86944e-05,-0.0002981618,4.5489e-06
531,Piso 4,2455.0,1188.5,1424.0,-0.652434,-0.45198,-4.726489,0.793698,9.52898e-05,-0.0001408026,4.5489e-06
532,Piso 4,2455.0,426.5,1424.0,-0.617771,-0.45198,-3.615006,0.765459,-9.71145e-05,-0.0001234962,4.5489e-06
533,Piso 4,3205.0,1188.5,1424.0,-0.652434,-0.417863,-2.213729,0.774777,0.000506274,-0.0002144265,4.5489e-06
534,Piso 4,3205.0,426.5,1424.0,-0.617771,-0.417863,-1.967054,0.745822,-0.0005142407,-0.0001260024,4.5489e-06
535,Piso 4,2830.0,1188.5,1780.0,-1.08571,-0.633168,-4.283463,1.256848,-0.000128373,-0.0005628369,9.1279e-06
536,Piso 4,2830.0,426.5,1780.0,-1.016155,-0.633168,-3.074285,1.197277,0.0001466578,-0.0004140136,9.1279e-06
537,Piso 4,2455.0,1188.5,1780.0,-1.08571,-0.667397,-5.558535,1.274435,-2.87508e-05,-2.20116e-05,9.1279e-06
538,Piso 4,2455.0,426.5,1780.0,-1.016155,-0.667397,-4.181374,1.215726,1.2428e-06,-4.01966e-05,9.1279e-06
539,Piso 4,3205.0,1188.5,1780.0,-1.08571,-0.598938,-2.45308,1.239957,0.000520021,-0.0003118822,9.1279e-06
540,Piso 4,3205.0,426.5,1780.0,-1.016155,-0.598938,-2.139664,1.179533,-0.0005264189,-0.0001846748,9.1279e-06
9000,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9001,Subterraneo,,,,-0.036815,-0.022415,-0.068624,0.043102,-6.8003e-05,-2.31094e-05,1.2957e-06
9002,Subterraneo,,,,-0.160082,-0.111205,-0.125487,0.194918,-5.12153e-05,-4.20387e-05,6.092e-07
9003,Subterraneo,,,,-0.333035,-0.299645,-0.163817,0.447995,-6.80525e-05,-5.85077e-05,2.1913e-06
9004,Subterraneo,,,,-0.600731,-0.420219,-0.188269,0.733118,-5.83675e-05,-9.60382e-05,4.3295e-06
9005,Subterraneo,,,,-0.979074,-0.594808,-0.202293,1.145593,-0.0001233499,-0.0001131583,3.2407e-06
9006,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9007,Subterraneo,,,,-0.035379,-0.022118,-0.032038,0.041724,-5.64712e-05,-9.1735e-06,1.02744e-05
9008,Subterraneo,,,,-0.020522,-0.035604,0.0,0.041095,0.0,0.0,8.3722e-06
9009,Subterraneo,,,,-0.161007,-0.109866,-0.082623,0.194921,-0.0001052107,-3.72581e-05,-3.9226e-06
9010,Subterraneo,,,,-0.143643,-0.130149,0.0,0.193835,0.0,0.0,7.9638e-06
9011,Subterraneo,,,,-0.332461,-0.29934,-0.107374,0.447365,-0.0001368274,-5.17061e-05,-2.7089e-06
9012,Subterraneo,,,,-0.314535,-0.324826,0.0,0.452156,0.0,0.0,1.3843e-05
9013,Subterraneo,,,,-0.598135,-0.417569,-0.126676,0.729472,-0.0001569817,-7.75938e-05,-6.881e-07
9014,Subterraneo,,,,-0.576963,-0.450639,0.0,0.732095,0.0,0.0,1.89756e-05
9015,Subterraneo,,,,-0.976369,-0.598998,-0.126723,1.145467,-0.0001641578,-0.0001166778,3.1459e-06
9016,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9017,Subterraneo,,,,-0.032985,-0.020086,-0.090943,0.038619,0.0001011081,-2.04888e-05,7.36e-08
9018,Subterraneo,,,,-0.15091,-0.110679,-0.169116,0.187146,0.0001207662,-4.66198e-05,1.126e-06
9019,Subterraneo,,,,-0.361045,-0.299459,-0.220682,0.469073,0.0001445087,-7.02909e-05,3.3197e-06
9020,Subterraneo,,,,-0.671513,-0.417148,-0.253446,0.790533,0.0001349693,-0.0001126271,3.59e-06
9021,Subterraneo,,,,-1.121204,-0.603436,-0.27211,1.273276,0.0002125914,-0.0001355034,6.5504e-06
9022,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9023,Subterraneo,,,,-0.031796,-0.019759,-0.040145,0.037436,7.61982e-05,-7.0476e-06,-1.41212e-05
9024,Subterraneo,,,,-0.011309,-0.003515,0.0,0.011843,0.0,0.0,-2.74308e-05
9025,Subterraneo,,,,-0.151303,-0.111158,-0.098254,0.187746,0.0001448948,-3.71305e-05,5.6828e-06
9026,Subterraneo,,,,-0.129095,-0.090273,0.0,0.157527,0.0,0.0,-2.72776e-05
9027,Subterraneo,,,,-0.363502,-0.300873,-0.1315,0.471867,0.0001888902,-6.30631e-05,8.4808e-06
9028,Subterraneo,,,,-0.341212,-0.279795,0.0,0.44126,0.0,0.0,-2.30315e-05
9029,Subterraneo,,,,-0.67313,-0.419298,-0.156898,0.793041,0.0002147034,-9.04615e-05,1.19175e-05
9030,Subterraneo,,,,-0.647448,-0.402811,0.0,0.762526,0.0,0.0,-2.31746e-05
9031,Subterraneo,,,,-1.126642,-0.600841,-0.157799,1.276845,0.0002264695,-0.0001392073,1.66115e-05
9032,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9033,Subterraneo,,,,-0.042173,-0.024708,-0.160678,0.048878,1.63671e-05,-2.35097e-05,0.0
9034,Subterraneo,,,,-0.165189,-0.129799,-0.287107,0.210084,4.3913e-05,-4.5166e-05,0.0
9035,Subterraneo,,,,-0.359763,-0.329065,-0.379173,0.487559,6.44625e-05,-6.34584e-05,0.0
9036,Subterraneo,,,,-0.60939,-0.576647,-0.436682,0.838975,7.47943e-05,-7.53271e-05,0.0
9037,Subterraneo,,,,-0.976736,-0.871614,-0.495216,1.309093,8.68869e-05,-0.000117117,0.0
9038,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9039,Subterraneo,,,,-0.033537,-0.014761,-0.049037,0.036641,5.8559e-06,-2.09262e-05,-2.024e-07
9040,Subterraneo,,,,-0.15281,-0.091408,-0.08614,0.178062,5.36052e-05,-4.50676e-05,-6.039e-07
9041,Subterraneo,,,,-0.35661,-0.358925,-0.111306,0.505962,6.97496e-05,-7.10557e-05,1.8775e-06
9042,Subterraneo,,,,-0.657165,-0.56104,-0.124537,0.864079,6.31539e-05,-9.57276e-05,4.5489e-06
9043,Subterraneo,,,,-1.095203,-0.886238,-0.130505,1.40886,0.0001054448,-0.0001367027,9.1279e-06
9044,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9045,Subterraneo,,,,-0.033538,-0.015048,-0.183409,0.036759,5.6477e-06,-2.04702e-05,-2.024e-07
9046,Subterraneo,,,,-0.152813,-0.092267,-0.354882,0.178508,5.51619e-05,-4.68941e-05,-6.039e-07
9047,Subterraneo,,,,-0.3566,-0.356254,-0.51442,0.504065,6.12379e-05,-6.41972e-05,1.8775e-06
9048,Subterraneo,,,,-0.657142,-0.554569,-0.662022,0.859874,8.94674e-05,-0.0001213135,4.5489e-06
9049,Subterraneo,,,,-1.095157,-0.873254,-0.66799,1.400693,8.95436e-05,-0.0001239001,9.1279e-06
9050,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9051,Subterraneo,,,,-0.033854,-0.015296,-0.056842,0.037149,6.254e-06,-2.09689e-05,-2.024e-07
9052,Subterraneo,,,,-0.153755,-0.093005,-0.101748,0.179696,5.3359e-05,-4.56931e-05,-6.039e-07
9053,Subterraneo,,,,-0.353672,-0.353959,-0.134719,0.500371,6.57003e-05,-6.57681e-05,1.8775e-06
9054,Subterraneo,,,,-0.650046,-0.549008,-0.155754,0.850864,6.81121e-05,-0.0001094572,4.5489e-06
9055,Subterraneo,,,,-1.080917,-0.862095,-0.161722,1.382603,9.78626e-05,-0.0001268185,9.1279e-06
9056,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9057,Subterraneo,,,,-0.000286,-0.009703,-0.024799,0.009707,-2.54511e-05,-4.21e-08,-2.057e-07
9058,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9059,Subterraneo,,,,-0.14054,-0.008609,-0.674827,0.140804,4.10738e-05,-7.53466e-05,-1.42516e-05
9060,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9061,Subterraneo,,,,-0.007385,-0.016764,-0.042673,0.018319,-1.02656e-05,-3.8885e-06,-1.3e-09
9062,Subterraneo,,,,-0.024418,-0.088362,-0.06256,0.091674,-4.18814e-05,-5.4648e-06,2.99e-08
9063,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9064,Subterraneo,,,,1.2e-05,-0.005331,-0.017031,0.005331,3.581e-05,4.01e-08,7.14e-08
9065,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9066,Subterraneo,,,,-0.003033,-0.013807,-0.018355,0.014136,-2.20056e-05,-1.6294e-06,1.298e-07
9067,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9068,Subterraneo,,,,-0.130951,0.00485,-0.597615,0.131041,-3.10629e-05,-6.37102e-05,9.464e-06
9069,Subterraneo,,,,-0.035419,-0.006537,0.0,0.036018,0.0,0.0,-2.024e-07
9070,Subterraneo,,,,-0.035174,-0.064521,-0.019064,0.073485,-4.88592e-05,3.363e-07,-2.181e-07
9071,Subterraneo,,,,-0.033785,-0.006537,0.0,0.034412,0.0,0.0,-2.024e-07
9072,Subterraneo,,,,-0.033419,-0.066508,-0.015573,0.074432,2.48594e-05,2.618e-07,-2.052e-07
9073,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9074,Subterraneo,,,,-0.035528,-0.013976,-0.068667,0.038178,4.8247e-06,-2.25177e-05,-2.024e-07
9075,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9076,Subterraneo,,,,-0.035688,-0.013263,-0.050738,0.038072,-9.12e-08,-1.80168e-05,-2.024e-07
9077,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9078,Subterraneo,,,,-0.035528,-0.013288,-0.068667,0.037931,4.1331e-06,-2.25177e-05,-2.024e-07
9079,Subterraneo,,,,-0.035688,-0.014001,0.0,0.038336,0.0,0.0,-2.024e-07
9080,Subterraneo,,,,-0.159226,-0.086939,-0.120849,0.181415,1.729e-07,-5.08286e-05,-6.039e-07
9081,Subterraneo,,,,-0.158749,-0.089068,-0.125398,0.182028,5.57582e-05,-4.37065e-05,-6.039e-07
9082,Subterraneo,,,,-0.158749,-0.087015,-0.125398,0.181032,5.67945e-05,-4.37065e-05,-6.039e-07
9083,Subterraneo,,,,-0.159226,-0.089143,0.0,0.182481,0.0,0.0,-6.039e-07
9084,Subterraneo,,,,-0.336661,-0.372819,-0.163863,0.502329,4.4671e-06,-7.09589e-05,1.8775e-06
9085,Subterraneo,,,,-0.338144,-0.366201,-0.170194,0.498442,6.89609e-05,-5.76704e-05,1.8775e-06
9086,Subterraneo,,,,-0.338144,-0.372584,-0.170194,0.503151,7.14667e-05,-5.76704e-05,1.8775e-06
9087,Subterraneo,,,,-0.336661,-0.365966,0.0,0.497264,0.0,0.0,1.8775e-06
9088,Subterraneo,,,,-0.608833,-0.594702,-0.239469,0.851086,4.1678e-06,-0.0001063425,4.5489e-06
9089,Subterraneo,,,,-0.612426,-0.578667,-0.203054,0.842568,8.09818e-05,-0.0001079242,4.5489e-06
9090,Subterraneo,,,,-0.612426,-0.594133,-0.203054,0.853265,8.46862e-05,-0.0001079242,4.5489e-06
9091,Subterraneo,,,,-0.608833,-0.578099,0.0,0.839568,0.0,0.0,4.5489e-06
9092,Subterraneo,,,,-0.998219,-0.953785,-0.333015,1.380633,6.9853e-06,-0.0001501217,9.1279e-06
9093,Subterraneo,,,,-1.00543,-0.921609,-0.209022,1.363911,0.0001040071,-0.0001116293,9.1279e-06
9094,Subterraneo,,,,-1.00543,-0.952644,-0.209022,1.38507,0.0001087147,-0.0001116293,9.1279e-06
9095,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9096,Subterraneo,,,,-0.033901,-0.013915,-0.060659,0.036646,4.8311e-06,-2.09383e-05,-2.024e-07
9097,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9098,Subterraneo,,,,-0.033674,-0.013318,-0.039359,0.036212,-2.31e-08,-1.62827e-05,-2.024e-07
9099,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9100,Subterraneo,,,,-0.033901,-0.013349,-0.060659,0.036435,4.264e-06,-2.09383e-05,-2.024e-07
9101,Subterraneo,,,,-0.033674,-0.013946,0.0,0.036447,0.0,0.0,-2.024e-07
9102,Subterraneo,,,,-0.153218,-0.087105,-0.09726,0.176247,6.481e-07,-4.89428e-05,-6.039e-07
9103,Subterraneo,,,,-0.153218,-0.088977,0.0,0.177179,0.0,0.0,-6.039e-07
9104,Subterraneo,,,,-0.355343,-0.372303,-0.152942,0.514663,6.8533e-06,-8.03518e-05,1.8775e-06
9105,Subterraneo,,,,-0.355343,-0.366482,0.0,0.510468,0.0,0.0,1.8775e-06
9106,Subterraneo,,,,-0.654094,-0.593451,-0.218095,0.883189,6.1199e-06,-0.000117103,4.5489e-06
9107,Subterraneo,,,,-0.654094,-0.579349,0.0,0.873776,0.0,0.0,4.5489e-06
9108,Subterraneo,,,,-1.089041,-0.951275,-0.309928,1.446006,1.01789e-05,-0.0001689037,9.1279e-06
9109,Subterraneo,,,,-0.153897,-0.088886,-0.109382,0.177722,5.55798e-05,-4.59354e-05,-6.039e-07
9110,Subterraneo,,,,-0.153897,-0.087196,-0.109382,0.176882,5.64236e-05,-4.59354e-05,-6.039e-07
9111,Subterraneo,,,,-0.35323,-0.366764,-0.14617,0.509203,7.01938e-05,-6.44178e-05,1.8775e-06
9112,Subterraneo,,,,-0.35323,-0.372021,-0.14617,0.513002,7.22935e-05,-6.44178e-05,1.8775e-06
9113,Subterraneo,,,,-0.648977,-0.580032,-0.171022,0.870407,7.75313e-05,-0.0001135955,4.5489e-06
9114,Subterraneo,,,,-0.648977,-0.592769,-0.171022,0.878946,8.04469e-05,-0.0001135955,4.5489e-06
9115,Subterraneo,,,,-1.078772,-0.924347,-0.17699,1.420622,0.0001063112,-0.0001242959,9.1279e-06
9116,Subterraneo,,,,-1.078772,-0.949905,-0.17699,1.437383,0.0001102555,-0.0001242959,9.1279e-06
200000,Subterraneo,,,,-0.035379,-0.021091,-0.031121,0.041188,-5.64712e-05,-9.1735e-06,1.02744e-05
200001,Subterraneo,,,,-0.036815,-0.022285,-0.066313,0.043035,-6.8003e-05,-2.31094e-05,1.2957e-06
200002,Subterraneo,,,,-0.032985,-0.020079,-0.088894,0.038615,0.0001011081,-2.04888e-05,7.36e-08
200003,Subterraneo,,,,-0.031796,-0.021172,-0.039441,0.0382,7.61982e-05,-7.0476e-06,-1.41212e-05
200004,Subterraneo,,,,-0.161007,-0.110259,-0.078897,0.195142,-0.0001052107,-3.72581e-05,-3.9226e-06
